scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr13_1406,1,5000,1922,3844,459,15.0,7.0,0.3636,0.0672,0.0421
chr13_1407,1,5000,1773,3545,316,16.0,2.0,0.7778,0.1414,0.1022
chr13_140,1,5000,2277,4553,417,13.0,10.0,0.1304,0.0233,0.0153
chr13_1412,1,5000,513,1025,94,2.0,4.0,-0.3333,-0.0741,-0.0385
chr13_1414,1,5000,2375,4750,428,18.0,10.0,0.2857,0.0661,0.0419
chr13_1415,1,5000,2116,4231,574,24.0,18.0,0.1429,0.039,0.0233
chr13_1416,1,5000,2041,4082,449,9.0,6.0,0.2,0.0246,0.0174
chr13_1417,1,5000,2382,4764,428,9.0,5.0,0.2857,0.0296,0.0196
chr1_3141,1,5000,1788,3575,179,3.0,3.0,0.0,0.0,0.0
chr13_141,1,5000,2012,4024,447,3.0,3.0,0.0,0.0,0.0
chr13_1425,1,5000,1908,3815,402,10.0,4.0,0.4286,0.0526,0.0368
chr13_1426,1,5000,2415,4830,540,16.0,13.0,0.1034,0.0207,0.0132
chr13_1427,1,5000,2271,4541,402,9.0,5.0,0.2857,0.0385,0.0242
chr13_1428,1,5000,2031,4061,433,12.0,4.0,0.5,0.0708,0.0503
chr13_1429,1,5000,2101,4201,399,11.0,11.0,0.0,0.0,0.0
chr1_3142,1,5000,2499,4997,386,9.0,6.0,0.2,0.0252,0.0155
chr13_1434,1,5000,2500,4999,543,19.0,16.0,0.0857,0.0195,0.0132
chr13_1436,1,5000,2296,4592,529,15.0,17.0,-0.0625,-0.0167,-0.0088
chr1_3143,1,5000,2204,4408,332,4.0,3.0,0.1429,0.0114,0.007
chr13_143,1,5000,2007,4014,444,7.0,14.0,-0.3333,-0.0538,-0.0341
chr13_1443,1,5000,2499,4998,385,14.0,11.0,0.12,0.0236,0.0169
chr13_1444,1,5000,1778,3556,205,1.0,2.0,-0.3333,-0.0213,-0.0137
chr13_1447,1,5000,2500,5000,438,20.0,12.0,0.25,0.0741,0.0452
chr13_1449,1,5000,2289,4577,403,11.0,11.0,0.0,0.0,0.0
chr1_3144,1,5000,2221,4442,269,2.0,2.0,0.0,0.0,0.0
chr13_1454,1,5000,2243,4486,394,12.0,4.0,0.5,0.1,0.0442
chr1_3145,1,5000,1632,3264,344,5.0,6.0,-0.0909,-0.0116,-0.0075
chr13_1460,1,5000,2324,4647,623,17.0,11.0,0.2143,0.039,0.0251
chr13_1461,1,5000,2207,4414,443,48.0,10.0,0.6552,0.2695,0.1674
chr13_1464,1,5000,833,1665,239,14.0,7.0,0.3333,0.1061,0.0654
chr13_1468,1,5000,1226,2451,152,7.0,2.0,0.5556,0.102,0.0676
chr1_3146,1,5000,2372,4743,398,2.0,4.0,-0.3333,-0.0175,-0.011
chr13_146,1,5000,2353,4706,503,14.0,17.0,-0.0968,-0.0268,-0.0151
chr13_1471,1,5000,1515,3030,256,4.0,6.0,-0.2,-0.025,-0.0171
chr13_1476,1,5000,2477,4954,589,16.0,9.0,0.28,0.0348,0.023
chr13_1479,1,5000,2047,4093,478,20.0,6.0,0.5385,0.0933,0.0614
chr1_3147,1,5000,2500,5000,300,2.0,2.0,0.0,0.0,0.0
chr13_147,1,5000,2500,4999,447,7.0,8.0,-0.0667,-0.0075,-0.0052
chr13_1483,1,5000,1343,2686,284,9.0,6.0,0.2,0.0353,0.0229
chr13_1487,1,5000,2499,4997,496,19.0,7.0,0.4615,0.0784,0.0502
chr13_1488,1,5000,2120,4240,565,10.0,9.0,0.0526,0.006,0.0042
chr1_3148,1,5000,2446,4891,465,6.0,6.0,0.0,0.0,0.0
chr13_1491,1,5000,2329,4658,429,18.0,8.0,0.3846,0.08,0.0524
chr13_1495,1,5000,2500,5000,380,26.0,3.0,0.7931,0.2371,0.1523
chr13_1497,1,5000,2327,4653,535,18.0,13.0,0.1613,0.0303,0.0201
chr1_3149,1,5000,2306,4612,326,8.0,6.0,0.1429,0.0215,0.0137
chr13_14,1,5000,2382,4763,463,4.0,2.0,0.3333,0.0144,0.0104
chr13_1501,1,5000,2291,4582,559,3.0,3.0,0.0,0.0,0.0
chr13_1502,1,5000,2368,4736,500,20.0,2.0,0.8182,0.1277,0.0833
chr13_1503,1,5000,2216,4431,416,6.0,8.0,-0.1429,-0.0167,-0.0118
chr13_1505,1,5000,2318,4636,511,10.0,9.0,0.0526,0.0078,0.0047
chr13_1506,1,5000,2309,4618,494,3.0,7.0,-0.4,-0.0252,-0.0166
chr13_1508,1,5000,1715,3430,227,7.0,4.0,0.2727,0.0545,0.0333
chr13_1514,1,5000,1513,3025,352,11.0,3.0,0.5714,0.0833,0.0541
chr13_1516,1,5000,2270,4540,506,12.0,9.0,0.1429,0.018,0.0125
chr13_151,1,5000,2499,4998,549,9.0,6.0,0.2,0.0192,0.0132
chr1_3152,1,5000,1440,2879,293,4.0,7.0,-0.2727,-0.0313,-0.0214
chr13_152,1,5000,1575,3149,374,15.0,4.0,0.5789,0.0859,0.0598
chr13_1530,1,5000,1871,3742,336,9.0,7.0,0.125,0.0222,0.0137
chr13_1532,1,5000,2357,4713,303,9.0,4.0,0.3846,0.0472,0.0311
chr13_1533,1,5000,2214,4428,371,3.0,6.0,-0.3333,-0.0252,-0.0174
chr13_1537,1,5000,2212,4423,311,9.0,14.0,-0.2174,-0.0556,-0.0376
chr13_1538,1,5000,1929,3857,199,4.0,2.0,0.3333,0.0333,0.0225
chr13_1542,1,5000,2384,4768,473,7.0,4.0,0.2727,0.0229,0.0155
chr13_1544,1,5000,1922,3843,311,11.0,7.0,0.2222,0.05,0.0265
chr13_1547,1,5000,1656,3311,190,5.0,2.0,0.4286,0.0484,0.0345
chr13_1549,1,5000,2466,4932,339,6.0,6.0,0.0,0.0,0.0
chr1_3154,1,5000,2250,4499,417,4.0,7.0,-0.2727,-0.0208,-0.0142
chr13_1550,1,5000,1972,3944,288,8.0,3.0,0.4545,0.0549,0.0376
chr13_1553,1,5000,1625,3249,306,11.0,2.0,0.6923,0.1034,0.0616
chr13_1554,1,5000,2280,4560,455,24.0,8.0,0.5,0.1212,0.0769
chr13_1557,1,5000,2225,4449,497,13.0,7.0,0.3,0.0331,0.022
chr13_1559,1,5000,2301,4601,345,8.0,8.0,0.0,0.0,0.0
chr1_3155,1,5000,1848,3696,392,3.0,11.0,-0.5714,-0.0615,-0.0408
chr13_155,1,5000,2500,5000,533,14.0,17.0,-0.0968,-0.018,-0.0122
chr13_1560,1,5000,2126,4251,321,6.0,6.0,0.0,0.0,0.0
chr13_1561,1,5000,1988,3976,349,13.0,7.0,0.3,0.0508,0.0361
chr13_1564,1,5000,2217,4434,325,11.0,7.0,0.2222,0.0392,0.0263
chr13_1567,1,5000,979,1958,216,5.0,6.0,-0.0909,-0.0179,-0.0119
chr13_1568,1,5000,2374,4747,473,12.0,6.0,0.3333,0.0448,0.028
chr1_3156,1,5000,2054,4107,328,7.0,9.0,-0.125,-0.0217,-0.0125
chr13_1570,1,5000,1350,2699,153,1.0,3.0,-0.5,-0.0426,-0.027
chr13_1573,1,5000,2148,4296,421,7.0,14.0,-0.3333,-0.0526,-0.0332
chr13_1576,1,5000,2118,4236,331,8.0,5.0,0.2308,0.0263,0.0181
chr1_3157,1,5000,2499,4998,329,4.0,2.0,0.3333,0.029,0.0211
chr13_1580,1,5000,2022,4044,435,21.0,10.0,0.3548,0.0769,0.0482
chr13_1583,1,5000,1479,2957,342,10.0,4.0,0.4286,0.055,0.0345
chr13_1585,1,5000,2070,4139,264,1.0,4.0,-0.6,-0.039,-0.0278
chr13_1586,1,5000,2500,4999,622,27.0,18.0,0.2,0.0489,0.0316
chr1_3158,1,5000,2013,4026,283,7.0,8.0,-0.0667,-0.0125,-0.0086
chr13_1593,1,5000,1803,3606,346,9.0,5.0,0.2857,0.04,0.0255
chr13_1594,1,5000,2378,4756,299,2.0,4.0,-0.3333,-0.0247,-0.0154
chr13_1596,1,5000,1984,3967,272,6.0,6.0,0.0,0.0,0.0
chr1_3159,1,5000,1893,3785,325,8.0,9.0,-0.0588,-0.0112,-0.0074
chr13_159,1,5000,2191,4382,403,6.0,7.0,-0.0769,-0.0092,-0.0058
chr1_315,1,5000,2250,4500,586,20.0,8.0,0.4286,0.0682,0.0484
chr13_1600,1,5000,2251,4502,426,10.0,12.0,-0.0909,-0.0142,-0.0091
chr13_1603,1,5000,2274,4548,493,8.0,7.0,0.0667,0.0068,0.0046
chr13_1604,1,5000,2196,4392,490,8.0,11.0,-0.1579,-0.0181,-0.0129
chr13_1605,1,5000,1291,2581,164,2.0,3.0,-0.2,-0.0263,-0.0161
chr13_1608,1,5000,2356,4711,317,11.0,16.0,-0.1852,-0.0476,-0.0333
chr13_1609,1,5000,2387,4774,496,14.0,7.0,0.3333,0.0455,0.0292
chr1_3160,1,5000,2193,4386,307,2.0,3.0,-0.2,-0.0098,-0.0067
chr13_160,1,5000,1826,3651,376,8.0,9.0,-0.0588,-0.0087,-0.0057
chr13_1612,1,5000,2027,4053,413,9.0,8.0,0.0588,0.0071,0.0051
chr13_1613,1,5000,2165,4329,416,6.0,6.0,0.0,0.0,0.0
chr13_1615,1,5000,2343,4686,247,3.0,3.0,0.0,0.0,0.0
chr13_1616,1,5000,2499,4998,480,15.0,8.0,0.3043,0.0526,0.0366
chr1_3161,1,5000,2160,4320,364,15.0,7.0,0.3636,0.0734,0.0462
chr13_161,1,5000,2091,4182,384,3.0,6.0,-0.3333,-0.033,-0.0186
chr13_1620,1,5000,2007,4014,335,5.0,5.0,0.0,0.0,0.0
chr13_1621,1,5000,2331,4661,419,16.0,10.0,0.2308,0.0556,0.0333
chr13_1626,1,5000,2413,4825,402,23.0,3.0,0.7692,0.2222,0.117
chr13_1628,1,5000,2500,5000,484,24.0,7.0,0.5484,0.1382,0.0821
chr13_1629,1,5000,2500,5000,379,15.0,7.0,0.3636,0.0645,0.0412
chr1_3162,1,5000,2076,4152,263,2.0,8.0,-0.6,-0.0682,-0.0451
chr13_162,1,5000,2252,4504,570,9.0,6.0,0.2,0.021,0.0135
chr13_1631,1,5000,2500,5000,551,31.0,2.0,0.8788,0.1824,0.1184
chr13_1634,1,5000,2377,4754,502,18.0,5.0,0.5652,0.0872,0.0526
chr13_1637,1,5000,1999,3997,416,17.0,5.0,0.5455,0.1212,0.0649
chr1_3163,1,5000,1599,3198,173,2.0,3.0,-0.2,-0.0217,-0.0143
chr13_1640,1,5000,1358,2715,350,12.0,9.0,0.1429,0.033,0.0192
chr13_1649,1,5000,2479,4958,444,7.0,11.0,-0.2222,-0.0284,-0.0197
chr13_1651,1,5000,1032,2064,234,8.0,7.0,0.0667,0.0103,0.007
chr13_1656,1,5000,2135,4269,416,14.0,14.0,0.0,0.0,0.0
chr13_1657,1,5000,2360,4719,486,20.0,7.0,0.4815,0.0839,0.0553
chr1_3165,1,5000,2500,4999,405,29.0,7.0,0.6111,0.1818,0.1202
chr13_1661,1,5000,2500,5000,446,27.0,11.0,0.4211,0.1301,0.0777
chr13_1662,1,5000,2200,4399,387,24.0,5.0,0.6552,0.1759,0.1073
chr13_1665,1,5000,2134,4267,510,21.0,11.0,0.3125,0.0699,0.0395
chr13_1666,1,5000,2386,4772,581,27.0,9.0,0.5,0.0989,0.065
chr1_3166,1,5000,2363,4725,548,13.0,9.0,0.1818,0.0284,0.0174
chr13_166,1,5000,1991,3982,345,12.0,8.0,0.2,0.0396,0.0258
chr13_1671,1,5000,1816,3632,304,9.0,5.0,0.2857,0.0396,0.0276
chr13_1675,1,5000,2446,4892,452,9.0,11.0,-0.1,-0.0145,-0.0095
chr13_1676,1,5000,2000,3999,389,5.0,10.0,-0.3333,-0.0427,-0.0273
chr13_1677,1,5000,1708,3416,402,7.0,5.0,0.1667,0.0147,0.0099
chr13_1678,1,5000,2076,4152,417,3.0,5.0,-0.25,-0.0147,-0.0101
chr13_1679,1,5000,1681,3361,383,1.0,2.0,-0.3333,-0.0081,-0.0053
chr1_3167,1,5000,1649,3298,352,8.0,21.0,-0.4483,-0.1215,-0.0726
chr13_1680,1,5000,1665,3329,214,2.0,6.0,-0.5,-0.0645,-0.0392
chr13_1681,1,5000,1993,3985,328,7.0,8.0,-0.0667,-0.0103,-0.0067
chr13_1682,1,5000,2500,5000,490,10.0,10.0,0.0,0.0,0.0
chr13_1684,1,5000,2381,4761,530,13.0,8.0,0.2381,0.0338,0.0216
chr13_1685,1,5000,1947,3894,444,6.0,7.0,-0.0769,-0.0068,-0.0047
chr13_1686,1,5000,2332,4663,473,12.0,8.0,0.2,0.0385,0.0238
chr1_3168,1,5000,2088,4176,484,11.0,12.0,-0.0435,-0.0061,-0.004
chr13_1691,1,5000,2028,4055,325,6.0,3.0,0.3333,0.0288,0.0197
chr13_1693,1,5000,2263,4526,351,8.0,8.0,0.0,0.0,0.0
chr13_1696,1,5000,1623,3245,287,7.0,9.0,-0.125,-0.0225,-0.0153
chr13_1698,1,5000,2235,4470,480,8.0,6.0,0.1429,0.0136,0.0088
chr13_1699,1,5000,2246,4492,436,11.0,1.0,0.8333,0.0641,0.0457
chr13_169,1,5000,2500,4999,621,17.0,8.0,0.36,0.0481,0.0318
chr13_1700,1,5000,2145,4290,408,38.0,7.0,0.6889,0.2818,0.1416
chr13_1703,1,5000,1661,3322,339,9.0,5.0,0.2857,0.0471,0.0276
chr13_1704,1,5000,1492,2984,320,26.0,4.0,0.7333,0.275,0.156
chr13_1706,1,5000,1678,3355,287,15.0,10.0,0.2,0.0633,0.0376
chr13_1707,1,5000,2374,4748,568,21.0,10.0,0.3548,0.064,0.0383
chr13_1708,1,5000,2343,4686,546,12.0,12.0,0.0,0.0,0.0
chr13_1709,1,5000,2443,4885,519,17.0,7.0,0.4167,0.0662,0.0431
chr13_1710,1,5000,1041,2082,283,4.0,3.0,0.1429,0.0145,0.009
chr13_1714,1,5000,2001,4001,337,5.0,4.0,0.1111,0.0082,0.0061
chr13_1715,1,5000,2499,4998,510,3.0,10.0,-0.5385,-0.05,-0.0318
chr13_1718,1,5000,2023,4046,419,2.0,6.0,-0.5,-0.0331,-0.023
chr13_1719,1,5000,2331,4661,459,5.0,9.0,-0.2857,-0.0348,-0.0214
chr1_3171,1,5000,1874,3748,358,8.0,5.0,0.2308,0.0288,0.0182
chr13_1720,1,5000,1395,2789,365,5.0,3.0,0.25,0.0192,0.0135
chr13_1721,1,5000,2376,4751,569,2.0,7.0,-0.5556,-0.0298,-0.0229
chr13_1722,1,5000,2169,4337,453,11.0,2.0,0.6923,0.0918,0.0566
chr13_1724,1,5000,2335,4670,442,24.0,8.0,0.5,0.1103,0.0724
chr13_1725,1,5000,2499,4997,468,11.0,10.0,0.0476,0.007,0.0046
chr13_1726,1,5000,2163,4326,512,11.0,4.0,0.4667,0.0631,0.0352
chr13_1727,1,5000,2170,4339,441,10.0,9.0,0.0526,0.0075,0.005
chr13_1731,1,5000,2111,4222,404,4.0,9.0,-0.3846,-0.0485,-0.0276
chr13_1732,1,5000,2052,4103,369,5.0,7.0,-0.1667,-0.0185,-0.0122
chr13_1736,1,5000,1351,2702,144,2.0,3.0,-0.2,-0.02,-0.0145
chr13_1737,1,5000,1909,3817,459,9.0,13.0,-0.1818,-0.0364,-0.0212
chr1_3173,1,5000,2306,4611,508,21.0,9.0,0.4,0.0698,0.0463
chr13_1742,1,5000,2070,4139,464,9.0,10.0,-0.0526,-0.0105,-0.0068
chr13_1744,1,5000,2500,5000,520,7.0,14.0,-0.3333,-0.0519,-0.0324
chr13_1745,1,5000,2375,4750,457,8.0,10.0,-0.1111,-0.0137,-0.0093
chr13_1746,1,5000,2231,4461,397,9.0,9.0,0.0,0.0,0.0
chr13_1748,1,5000,473,946,103,1.0,1.0,0.0,0.0,0.0
chr1_3174,1,5000,2381,4761,326,7.0,5.0,0.1667,0.019,0.0123
chr13_1756,1,5000,1063,2125,191,7.0,1.0,0.75,0.1017,0.069
chr13_1758,1,5000,2160,4320,342,9.0,7.0,0.125,0.0194,0.013
chr1_3175,1,5000,2282,4563,324,7.0,6.0,0.0769,0.0093,0.0061
chr13_175,1,5000,1529,3057,349,9.0,10.0,-0.0526,-0.0104,-0.006
chr13_1760,1,5000,1131,2261,287,9.0,6.0,0.2,0.0303,0.02
chr13_1761,1,5000,2500,4999,670,17.0,15.0,0.0625,0.011,0.0068
chr13_1762,1,5000,2241,4482,373,12.0,4.0,0.5,0.0615,0.0417
chr13_1765,1,5000,2500,5000,631,15.0,15.0,0.0,0.0,0.0
chr13_176,1,5000,2022,4044,400,5.0,4.0,0.1111,0.0097,0.006
chr13_1770,1,5000,2165,4329,434,6.0,10.0,-0.25,-0.0308,-0.02
chr13_1771,1,5000,2224,4447,536,11.0,9.0,0.1,0.0116,0.0077
chr13_1772,1,5000,1718,3435,409,6.0,4.0,0.2,0.0132,0.0093
chr13_1773,1,5000,2250,4500,408,4.0,4.0,0.0,0.0,0.0
chr13_1774,1,5000,2227,4453,559,17.0,9.0,0.3077,0.0471,0.0287
chr13_1776,1,5000,2409,4817,551,13.0,8.0,0.2381,0.0292,0.0198
chr1_3177,1,5000,2258,4516,273,7.0,3.0,0.4,0.0435,0.028
chr13_1780,1,5000,2101,4202,420,5.0,11.0,-0.375,-0.0411,-0.0279
chr13_1781,1,5000,2054,4107,237,7.0,4.0,0.2727,0.0353,0.025
chr13_1783,1,5000,1598,3195,390,11.0,5.0,0.375,0.0526,0.0339
chr13_1785,1,5000,2206,4411,416,11.0,4.0,0.4667,0.053,0.0355
chr13_1786,1,5000,2092,4183,629,17.0,8.0,0.36,0.0425,0.0289
chr13_1787,1,5000,2378,4755,520,5.0,5.0,0.0,0.0,0.0
chr13_1788,1,5000,2059,4118,426,12.0,6.0,0.3333,0.0522,0.0324
chr13_1789,1,5000,1214,2427,200,2.0,6.0,-0.5,-0.058,-0.0404
chr1_3178,1,5000,2120,4239,288,7.0,3.0,0.4,0.0408,0.0263
chr13_178,1,5000,1929,3857,496,21.0,16.0,0.1351,0.0301,0.0189
chr13_1790,1,5000,2191,4381,425,5.0,10.0,-0.3333,-0.0362,-0.0229
chr13_1791,1,5000,2500,4999,546,12.0,20.0,-0.25,-0.0452,-0.0287
chr13_1792,1,5000,2025,4049,413,11.0,4.0,0.4667,0.0515,0.0345
chr13_1793,1,5000,2057,4114,509,15.0,9.0,0.25,0.0403,0.0258
chr13_1794,1,5000,2500,5000,496,9.0,11.0,-0.1,-0.0127,-0.0084
chr13_1795,1,5000,2261,4522,425,8.0,7.0,0.0667,0.0085,0.0053
chr13_1796,1,5000,2132,4264,492,13.0,12.0,0.04,0.0064,0.004
chr13_1797,1,5000,2485,4970,588,11.0,9.0,0.1,0.0111,0.0078
chr13_1799,1,5000,2500,4999,493,10.0,5.0,0.3333,0.0331,0.0207
chr13_17,1,5000,1165,2330,141,2.0,1.0,0.3333,0.027,0.0179
chr13_1803,1,5000,1246,2491,224,6.0,4.0,0.2,0.0233,0.018
chr13_1805,1,5000,1790,3580,268,3.0,4.0,-0.1429,-0.0105,-0.0075
chr13_1807,1,5000,2086,4172,526,4.0,8.0,-0.3333,-0.0265,-0.0174
chr13_1809,1,5000,2500,5000,391,5.0,8.0,-0.2308,-0.028,-0.0173
chr1_3180,1,5000,2500,5000,310,2.0,7.0,-0.5556,-0.061,-0.0388
chr13_1810,1,5000,1738,3475,287,5.0,0.0,1.0,0.0521,0.0394
chr13_1813,1,5000,1713,3426,550,12.0,9.0,0.1429,0.0174,0.0112
chr13_1814,1,5000,940,1879,198,7.0,2.0,0.5556,0.0758,0.0556
chr13_1816,1,5000,935,1870,148,2.0,4.0,-0.3333,-0.0417,-0.029
chr13_1819,1,5000,2101,4202,440,5.0,6.0,-0.0909,-0.0075,-0.0047
chr1_3181,1,5000,2256,4511,425,4.0,5.0,-0.1111,-0.0077,-0.0054
chr13_181,1,5000,2364,4727,487,15.0,9.0,0.25,0.042,0.028
chr13_1820,1,5000,1636,3272,202,7.0,3.0,0.4,0.0714,0.04
chr13_1821,1,5000,1525,3049,248,4.0,2.0,0.3333,0.0267,0.019
chr13_1824,1,5000,2287,4573,306,5.0,6.0,-0.0909,-0.0109,-0.007
chr13_1829,1,5000,2378,4756,324,7.0,2.0,0.5556,0.0481,0.0336
chr13_182,1,5000,2328,4655,572,13.0,16.0,-0.1034,-0.0164,-0.0113
chr13_1831,1,5000,2500,4999,450,11.0,7.0,0.2222,0.0308,0.0199
chr13_183,1,5000,2266,4531,577,12.0,14.0,-0.0769,-0.0132,-0.0083
chr13_1840,1,5000,1109,2217,259,5.0,7.0,-0.1667,-0.0282,-0.0198
chr13_1842,1,5000,1945,3890,480,12.0,15.0,-0.1111,-0.0216,-0.0135
chr13_1846,1,5000,1761,3521,373,15.0,7.0,0.3636,0.0721,0.0457
chr13_1853,1,5000,1531,3062,263,14.0,8.0,0.2727,0.0741,0.0496
chr13_1854,1,5000,2500,4999,489,16.0,8.0,0.3333,0.058,0.0346
chr13_1855,1,5000,2246,4491,479,4.0,8.0,-0.3333,-0.027,-0.0183
chr13_1857,1,5000,2152,4303,349,2.0,10.0,-0.6667,-0.063,-0.0457
chr1_3185,1,5000,2499,4998,457,6.0,7.0,-0.0769,-0.0068,-0.0045
chr13_1862,1,5000,2183,4366,546,16.0,10.0,0.2308,0.033,0.0224
chr13_1863,1,5000,2181,4361,446,6.0,8.0,-0.1429,-0.0132,-0.0093
chr13_1865,1,5000,2197,4393,354,5.0,3.0,0.25,0.0196,0.0123
chr13_1866,1,5000,2498,4996,596,12.0,4.0,0.5,0.0394,0.0278
chr13_1867,1,5000,1140,2279,250,3.0,2.0,0.2,0.013,0.0081
chr13_1870,1,5000,1831,3661,304,6.0,12.0,-0.3333,-0.0606,-0.0397
chr13_1871,1,5000,2124,4248,446,13.0,8.0,0.2381,0.0362,0.0203
chr13_1874,1,5000,2157,4314,411,10.0,10.0,0.0,0.0,0.0
chr13_1879,1,5000,2113,4226,486,19.0,9.0,0.3571,0.0602,0.0398
chr1_3187,1,5000,2374,4748,338,4.0,4.0,0.0,0.0,0.0
chr13_1880,1,5000,2355,4710,447,18.0,7.0,0.44,0.0759,0.0514
chr13_1883,1,5000,2496,4991,556,15.0,14.0,0.0345,0.0054,0.0033
chr13_1886,1,5000,2499,4998,668,65.0,6.0,0.831,0.3207,0.2014
chr13_1888,1,5000,2127,4254,375,27.0,2.0,0.8621,0.2137,0.1232
chr13_1889,1,5000,1047,2093,136,8.0,3.0,0.4545,0.1471,0.0833
chr13_1890,1,5000,2361,4722,304,2.0,1.0,0.3333,0.0112,0.0075
chr13_1893,1,5000,1186,2371,183,10.0,1.0,0.8182,0.1765,0.1071
chr1_318,1,5000,2366,4731,642,17.0,15.0,0.0625,0.0116,0.0076
chr13_1902,1,5000,1664,3328,298,14.0,5.0,0.4737,0.1111,0.0625
chr13_1905,1,5000,2499,4998,633,23.0,10.0,0.3939,0.0667,0.0388
chr1_3190,1,5000,2500,5000,285,7.0,12.0,-0.2632,-0.0521,-0.0327
chr13_1912,1,5000,2101,4201,599,19.0,10.0,0.3103,0.0441,0.0292
chr13_1913,1,5000,1964,3928,391,16.0,8.0,0.3333,0.062,0.0435
chr13_1915,1,5000,2490,4980,584,8.0,7.0,0.0667,0.0055,0.0039
chr1_3191,1,5000,2365,4730,254,8.0,2.0,0.6,0.0577,0.042
chr13_1920,1,5000,2374,4747,529,12.0,8.0,0.2,0.0217,0.0154
chr13_1922,1,5000,1412,2823,411,21.0,3.0,0.75,0.1552,0.0933
chr13_1923,1,5000,646,1292,94,5.0,1.0,0.6667,0.1,0.08
chr13_1926,1,5000,1893,3785,457,15.0,6.0,0.4286,0.0687,0.0413
chr13_1927,1,5000,2290,4580,431,20.0,6.0,0.5385,0.1053,0.0683
chr13_192,1,5000,2500,5000,655,23.0,13.0,0.2778,0.0513,0.0337
chr13_1932,1,5000,1613,3226,368,14.0,7.0,0.3333,0.066,0.0376
chr13_1934,1,5000,2086,4171,501,19.0,5.0,0.5833,0.0927,0.0606
chr13_1935,1,5000,2500,5000,508,11.0,6.0,0.2941,0.0424,0.024
chr13_1937,1,5000,1619,3237,247,13.0,5.0,0.4444,0.1039,0.0635
chr13_1938,1,5000,2170,4340,488,17.0,8.0,0.36,0.0662,0.0409
chr13_193,1,5000,2219,4437,464,17.0,16.0,0.0303,0.0067,0.0044
chr13_1941,1,5000,2111,4222,508,10.0,8.0,0.1111,0.0115,0.0075
chr13_1942,1,5000,2095,4189,384,12.0,3.0,0.6,0.0865,0.0517
chr13_1943,1,5000,2346,4692,429,27.0,11.0,0.4211,0.1185,0.0702
chr13_1947,1,5000,1054,2108,207,10.0,6.0,0.25,0.08,0.0455
chr1_3194,1,5000,2499,4998,428,8.0,13.0,-0.2381,-0.0368,-0.022
chr13_194,1,5000,1886,3771,419,8.0,2.0,0.6,0.0526,0.0349
chr13_1950,1,5000,2159,4318,339,15.0,5.0,0.5,0.1176,0.0709
chr13_1951,1,5000,2091,4182,409,27.0,6.0,0.6364,0.175,0.1034
chr13_1955,1,5000,2009,4018,364,10.0,19.0,-0.3103,-0.0756,-0.0484
chr13_1957,1,5000,2433,4865,359,11.0,10.0,0.0476,0.0095,0.0058
chr13_1958,1,5000,2204,4407,419,14.0,7.0,0.3333,0.0458,0.0324
chr13_1959,1,5000,1371,2741,248,14.0,1.0,0.8667,0.1529,0.1016
chr13_195,1,5000,2288,4575,496,8.0,3.0,0.4545,0.0373,0.0242
chr13_1961,1,5000,2226,4451,457,19.0,4.0,0.6522,0.1079,0.0661
chr13_1963,1,5000,2375,4749,565,41.0,7.0,0.7083,0.2615,0.1478
chr13_1964,1,5000,2299,4597,419,27.0,6.0,0.6364,0.1875,0.1117
chr13_1965,1,5000,2330,4660,421,27.0,6.0,0.6364,0.181,0.1099
chr13_1967,1,5000,2500,4999,460,34.0,7.0,0.6585,0.1942,0.1174
chr13_1968,1,5000,2223,4446,359,20.0,5.0,0.6,0.1786,0.1111
chr13_1970,1,5000,1317,2634,281,10.0,6.0,0.25,0.0755,0.0367
chr13_1971,1,5000,2500,5000,564,39.0,10.0,0.5918,0.2117,0.1137
chr13_1972,1,5000,2377,4753,563,47.0,9.0,0.6786,0.2303,0.1479
chr13_1974,1,5000,2312,4623,436,32.0,7.0,0.641,0.2336,0.1232
chr13_1975,1,5000,2344,4688,565,28.0,14.0,0.3333,0.0753,0.0507
chr13_1978,1,5000,2372,4744,632,19.0,15.0,0.1176,0.0229,0.0143
chr13_197,1,5000,1793,3586,399,17.0,8.0,0.36,0.0826,0.0523
chr13_1980,1,5000,2255,4509,552,12.0,11.0,0.0435,0.0061,0.0043
chr13_1981,1,5000,2241,4481,526,17.0,14.0,0.0968,0.0182,0.012
chr13_1982,1,5000,2361,4722,463,8.0,9.0,-0.0588,-0.0059,-0.0043
chr13_1987,1,5000,1870,3740,378,29.0,4.0,0.7576,0.2155,0.122
chr13_1988,1,5000,2352,4703,413,39.0,9.0,0.625,0.2679,0.1546
chr1_3198,1,5000,2020,4039,470,19.0,17.0,0.0556,0.0146,0.0084
chr13_198,1,5000,1876,3752,476,9.0,15.0,-0.25,-0.048,-0.0287
chr13_1990,1,5000,1209,2417,242,6.0,4.0,0.2,0.0299,0.0192
chr13_1991,1,5000,2370,4740,483,10.0,7.0,0.1765,0.024,0.0142
chr13_1993,1,5000,2499,4998,437,5.0,17.0,-0.5455,-0.0952,-0.0638
chr13_1996,1,5000,1869,3738,335,24.0,2.0,0.8462,0.2651,0.1528
chr13_1997,1,5000,1289,2578,251,18.0,4.0,0.6364,0.1707,0.1061
chr13_1999,1,5000,2246,4492,452,12.0,16.0,-0.1429,-0.0339,-0.0223
chr13_199,1,5000,1837,3674,246,8.0,5.0,0.2308,0.0423,0.0286
