#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
ASM15162v1	na	NW_004583096.1	BABH01088645.1	GPS_001613988.1
ASM15162v1	na	NW_004583097.1	BABH01088644.1	GPS_001613989.1
ASM15162v1	na	NW_004583098.1	BABH01088643.1	GPS_001613990.1
ASM15162v1	na	NW_004583099.1	BABH01088642.1	GPS_001613991.1
ASM15162v1	na	NW_004583100.1	BABH01088641.1	GPS_001613992.1
ASM15162v1	na	NW_004583101.1	BABH01088640.1	GPS_001613993.1
ASM15162v1	na	NW_004583102.1	BABH01088639.1	GPS_001613994.1
ASM15162v1	na	NW_004583103.1	BABH01088638.1	GPS_001613995.1
ASM15162v1	na	NW_004583104.1	BABH01088637.1	GPS_001613996.1
ASM15162v1	na	NW_004583105.1	BABH01088636.1	GPS_001613997.1
ASM15162v1	na	NW_004583106.1	BABH01088635.1	GPS_001613998.1
ASM15162v1	na	NW_004583107.1	BABH01088634.1	GPS_001613999.1
ASM15162v1	na	NW_004583108.1	BABH01088633.1	GPS_001614000.1
ASM15162v1	na	NW_004583109.1	BABH01088632.1	GPS_001614001.1
ASM15162v1	na	NW_004583110.1	BABH01088631.1	GPS_001614002.1
ASM15162v1	na	NW_004583111.1	BABH01088630.1	GPS_001614003.1
ASM15162v1	na	NW_004583112.1	BABH01088629.1	GPS_001614004.1
ASM15162v1	na	NW_004583113.1	BABH01088628.1	GPS_001614005.1
ASM15162v1	na	NW_004583114.1	BABH01088627.1	GPS_001614006.1
ASM15162v1	na	NW_004583115.1	BABH01088626.1	GPS_001614007.1
ASM15162v1	na	NW_004583116.1	BABH01088625.1	GPS_001614008.1
ASM15162v1	na	NW_004583117.1	BABH01088624.1	GPS_001614009.1
ASM15162v1	na	NW_004583118.1	BABH01088623.1	GPS_001614010.1
ASM15162v1	na	NW_004583119.1	BABH01088622.1	GPS_001614011.1
ASM15162v1	na	NW_004583120.1	BABH01088621.1	GPS_001614012.1
ASM15162v1	na	NW_004583121.1	BABH01088620.1	GPS_001614013.1
ASM15162v1	na	NW_004583122.1	BABH01088619.1	GPS_001614014.1
ASM15162v1	na	NW_004583123.1	BABH01088618.1	GPS_001614015.1
ASM15162v1	na	NW_004583124.1	BABH01088617.1	GPS_001614016.1
ASM15162v1	na	NW_004583125.1	BABH01088616.1	GPS_001614017.1
ASM15162v1	na	NW_004583126.1	BABH01088615.1	GPS_001614018.1
ASM15162v1	na	NW_004583127.1	BABH01088614.1	GPS_001614019.1
ASM15162v1	na	NW_004583128.1	BABH01088613.1	GPS_001614020.1
ASM15162v1	na	NW_004583129.1	BABH01088612.1	GPS_001614021.1
ASM15162v1	na	NW_004583130.1	BABH01088611.1	GPS_001614022.1
ASM15162v1	na	NW_004583131.1	BABH01088610.1	GPS_001614023.1
ASM15162v1	na	NW_004583132.1	BABH01088609.1	GPS_001614024.1
ASM15162v1	na	NW_004583133.1	BABH01088608.1	GPS_001614025.1
ASM15162v1	na	NW_004583134.1	BABH01088607.1	GPS_001614026.1
ASM15162v1	na	NW_004583135.1	BABH01088606.1	GPS_001614027.1
ASM15162v1	na	NW_004583136.1	BABH01088605.1	GPS_001614028.1
ASM15162v1	na	NW_004583137.1	BABH01088604.1	GPS_001614029.1
ASM15162v1	na	NW_004583138.1	BABH01088603.1	GPS_001614030.1
ASM15162v1	na	NW_004583139.1	BABH01088602.1	GPS_001614031.1
ASM15162v1	na	NW_004583140.1	BABH01088601.1	GPS_001614032.1
ASM15162v1	na	NW_004583141.1	BABH01088600.1	GPS_001614033.1
ASM15162v1	na	NW_004583142.1	BABH01088599.1	GPS_001614034.1
ASM15162v1	na	NW_004583143.1	BABH01088598.1	GPS_001614035.1
ASM15162v1	na	NW_004583144.1	BABH01088597.1	GPS_001614036.1
ASM15162v1	na	NW_004583145.1	BABH01088596.1	GPS_001614037.1
ASM15162v1	na	NW_004583146.1	BABH01088595.1	GPS_001614038.1
ASM15162v1	na	NW_004583147.1	BABH01088594.1	GPS_001614039.1
ASM15162v1	na	NW_004583148.1	BABH01088593.1	GPS_001614040.1
ASM15162v1	na	NW_004583149.1	BABH01088592.1	GPS_001614041.1
ASM15162v1	na	NW_004583150.1	BABH01088591.1	GPS_001614042.1
ASM15162v1	na	NW_004583151.1	BABH01088590.1	GPS_001614043.1
ASM15162v1	na	NW_004583152.1	BABH01088589.1	GPS_001614044.1
ASM15162v1	na	NW_004583153.1	BABH01088588.1	GPS_001614045.1
ASM15162v1	na	NW_004583154.1	BABH01088587.1	GPS_001614046.1
ASM15162v1	na	NW_004583155.1	BABH01088586.1	GPS_001614047.1
ASM15162v1	na	NW_004583156.1	BABH01088585.1	GPS_001614048.1
ASM15162v1	na	NW_004583157.1	BABH01088584.1	GPS_001614049.1
ASM15162v1	na	NW_004583158.1	BABH01088583.1	GPS_001614050.1
ASM15162v1	na	NW_004583159.1	BABH01088582.1	GPS_001614051.1
ASM15162v1	na	NW_004583160.1	BABH01088581.1	GPS_001614052.1
ASM15162v1	na	NW_004583161.1	BABH01088580.1	GPS_001614053.1
ASM15162v1	na	NW_004583162.1	BABH01088579.1	GPS_001614054.1
ASM15162v1	na	NW_004583163.1	BABH01088578.1	GPS_001614055.1
ASM15162v1	na	NW_004583164.1	BABH01088577.1	GPS_001614056.1
ASM15162v1	na	NW_004583165.1	BABH01088576.1	GPS_001614057.1
ASM15162v1	na	NW_004583166.1	BABH01088575.1	GPS_001614058.1
ASM15162v1	na	NW_004583167.1	BABH01088574.1	GPS_001614059.1
ASM15162v1	na	NW_004583168.1	BABH01088573.1	GPS_001614060.1
ASM15162v1	na	NW_004583169.1	BABH01088572.1	GPS_001614061.1
ASM15162v1	na	NW_004583170.1	BABH01088571.1	GPS_001614062.1
ASM15162v1	na	NW_004583171.1	BABH01088570.1	GPS_001614063.1
ASM15162v1	na	NW_004583172.1	BABH01088569.1	GPS_001614064.1
ASM15162v1	na	NW_004583173.1	BABH01088568.1	GPS_001614065.1
ASM15162v1	na	NW_004583174.1	BABH01088567.1	GPS_001614066.1
ASM15162v1	na	NW_004583175.1	BABH01088566.1	GPS_001614067.1
ASM15162v1	na	NW_004583176.1	BABH01088565.1	GPS_001614068.1
ASM15162v1	na	NW_004583177.1	BABH01088564.1	GPS_001614069.1
ASM15162v1	na	NW_004583178.1	BABH01088563.1	GPS_001614070.1
ASM15162v1	na	NW_004583179.1	BABH01088562.1	GPS_001614071.1
ASM15162v1	na	NW_004583180.1	BABH01088561.1	GPS_001614072.1
ASM15162v1	na	NW_004583181.1	BABH01088560.1	GPS_001614073.1
ASM15162v1	na	NW_004583182.1	BABH01088559.1	GPS_001614074.1
ASM15162v1	na	NW_004583183.1	BABH01088558.1	GPS_001614075.1
ASM15162v1	na	NW_004583184.1	BABH01088557.1	GPS_001614076.1
ASM15162v1	na	NW_004583185.1	BABH01088556.1	GPS_001614077.1
ASM15162v1	na	NW_004583186.1	BABH01088555.1	GPS_001614078.1
ASM15162v1	na	NW_004583187.1	BABH01088554.1	GPS_001614079.1
ASM15162v1	na	NW_004583188.1	BABH01088553.1	GPS_001614080.1
ASM15162v1	na	NW_004583189.1	BABH01088552.1	GPS_001614081.1
ASM15162v1	na	NW_004583190.1	BABH01088551.1	GPS_001614082.1
ASM15162v1	na	NW_004583191.1	BABH01088550.1	GPS_001614083.1
ASM15162v1	na	NW_004583192.1	BABH01088549.1	GPS_001614084.1
ASM15162v1	na	NW_004583193.1	BABH01088548.1	GPS_001614085.1
ASM15162v1	na	NW_004583194.1	BABH01088547.1	GPS_001614086.1
ASM15162v1	na	NW_004583195.1	BABH01088546.1	GPS_001614087.1
ASM15162v1	na	NW_004583196.1	BABH01088545.1	GPS_001614088.1
ASM15162v1	na	NW_004583197.1	BABH01088544.1	GPS_001614089.1
ASM15162v1	na	NW_004583198.1	BABH01088543.1	GPS_001614090.1
ASM15162v1	na	NW_004583199.1	BABH01088542.1	GPS_001614091.1
ASM15162v1	na	NW_004583200.1	BABH01088541.1	GPS_001614092.1
ASM15162v1	na	NW_004583201.1	BABH01088540.1	GPS_001614093.1
ASM15162v1	na	NW_004583202.1	BABH01088539.1	GPS_001614094.1
ASM15162v1	na	NW_004583203.1	BABH01088538.1	GPS_001614095.1
ASM15162v1	na	NW_004583204.1	BABH01088537.1	GPS_001614096.1
ASM15162v1	na	NW_004583205.1	BABH01088536.1	GPS_001614097.1
ASM15162v1	na	NW_004583206.1	BABH01088535.1	GPS_001614098.1
ASM15162v1	na	NW_004583207.1	BABH01088534.1	GPS_001614099.1
ASM15162v1	na	NW_004583208.1	BABH01088533.1	GPS_001614100.1
ASM15162v1	na	NW_004583209.1	BABH01088532.1	GPS_001614101.1
ASM15162v1	na	NW_004583210.1	BABH01088531.1	GPS_001614102.1
ASM15162v1	na	NW_004583211.1	BABH01088530.1	GPS_001614103.1
ASM15162v1	na	NW_004583212.1	BABH01088529.1	GPS_001614104.1
ASM15162v1	na	NW_004583213.1	BABH01088528.1	GPS_001614105.1
ASM15162v1	na	NW_004583214.1	BABH01088527.1	GPS_001614106.1
ASM15162v1	na	NW_004583215.1	BABH01088526.1	GPS_001614107.1
ASM15162v1	na	NW_004583216.1	BABH01088525.1	GPS_001614108.1
ASM15162v1	na	NW_004583217.1	BABH01088524.1	GPS_001614109.1
ASM15162v1	na	NW_004583218.1	BABH01088523.1	GPS_001614110.1
ASM15162v1	na	NW_004583219.1	BABH01088522.1	GPS_001614111.1
ASM15162v1	na	NW_004583220.1	BABH01088521.1	GPS_001614112.1
ASM15162v1	na	NW_004583221.1	BABH01088520.1	GPS_001614113.1
ASM15162v1	na	NW_004583222.1	BABH01088519.1	GPS_001614114.1
ASM15162v1	na	NW_004583223.1	BABH01088518.1	GPS_001614115.1
ASM15162v1	na	NW_004583224.1	BABH01088517.1	GPS_001614116.1
ASM15162v1	na	NW_004583225.1	BABH01088516.1	GPS_001614117.1
ASM15162v1	na	NW_004583226.1	BABH01088515.1	GPS_001614118.1
ASM15162v1	na	NW_004583227.1	BABH01088514.1	GPS_001614119.1
ASM15162v1	na	NW_004583228.1	BABH01088513.1	GPS_001614120.1
ASM15162v1	na	NW_004583229.1	BABH01088512.1	GPS_001614121.1
ASM15162v1	na	NW_004583230.1	BABH01088511.1	GPS_001614122.1
ASM15162v1	na	NW_004583231.1	BABH01088510.1	GPS_001614123.1
ASM15162v1	na	NW_004583232.1	BABH01088509.1	GPS_001614124.1
ASM15162v1	na	NW_004583233.1	BABH01088508.1	GPS_001614125.1
ASM15162v1	na	NW_004583234.1	BABH01088507.1	GPS_001614126.1
ASM15162v1	na	NW_004583235.1	BABH01088506.1	GPS_001614127.1
ASM15162v1	na	NW_004583236.1	BABH01088505.1	GPS_001614128.1
ASM15162v1	na	NW_004583237.1	BABH01088504.1	GPS_001614129.1
ASM15162v1	na	NW_004583238.1	BABH01088503.1	GPS_001614130.1
ASM15162v1	na	NW_004583239.1	BABH01088502.1	GPS_001614131.1
ASM15162v1	na	NW_004583240.1	BABH01088501.1	GPS_001614132.1
ASM15162v1	na	NW_004583241.1	BABH01088500.1	GPS_001614133.1
ASM15162v1	na	NW_004583242.1	BABH01088499.1	GPS_001614134.1
ASM15162v1	na	NW_004583243.1	BABH01088498.1	GPS_001614135.1
ASM15162v1	na	NW_004583244.1	BABH01088497.1	GPS_001614136.1
ASM15162v1	na	NW_004583245.1	BABH01088496.1	GPS_001614137.1
ASM15162v1	na	NW_004583246.1	BABH01088495.1	GPS_001614138.1
ASM15162v1	na	NW_004583247.1	BABH01088494.1	GPS_001614139.1
ASM15162v1	na	NW_004583248.1	BABH01088493.1	GPS_001614140.1
ASM15162v1	na	NW_004583249.1	BABH01088492.1	GPS_001614141.1
ASM15162v1	na	NW_004583250.1	BABH01088491.1	GPS_001614142.1
ASM15162v1	na	NW_004583251.1	BABH01088490.1	GPS_001614143.1
ASM15162v1	na	NW_004583252.1	BABH01088489.1	GPS_001614144.1
ASM15162v1	na	NW_004583253.1	BABH01088488.1	GPS_001614145.1
ASM15162v1	na	NW_004583254.1	BABH01088487.1	GPS_001614146.1
ASM15162v1	na	NW_004583255.1	BABH01088486.1	GPS_001614147.1
ASM15162v1	na	NW_004583256.1	BABH01088485.1	GPS_001614148.1
ASM15162v1	na	NW_004583257.1	BABH01088484.1	GPS_001614149.1
ASM15162v1	na	NW_004583258.1	BABH01088483.1	GPS_001614150.1
ASM15162v1	na	NW_004583259.1	BABH01088482.1	GPS_001614151.1
ASM15162v1	na	NW_004583260.1	BABH01088481.1	GPS_001614152.1
ASM15162v1	na	NW_004583261.1	BABH01088480.1	GPS_001614153.1
ASM15162v1	na	NW_004583262.1	BABH01088479.1	GPS_001614154.1
ASM15162v1	na	NW_004583263.1	BABH01088478.1	GPS_001614155.1
ASM15162v1	na	NW_004583264.1	BABH01088477.1	GPS_001614156.1
ASM15162v1	na	NW_004583265.1	BABH01088476.1	GPS_001614157.1
ASM15162v1	na	NW_004583266.1	BABH01088475.1	GPS_001614158.1
ASM15162v1	na	NW_004583267.1	BABH01088474.1	GPS_001614159.1
ASM15162v1	na	NW_004583268.1	BABH01088473.1	GPS_001614160.1
ASM15162v1	na	NW_004583269.1	BABH01088472.1	GPS_001614161.1
ASM15162v1	na	NW_004583270.1	BABH01088471.1	GPS_001614162.1
ASM15162v1	na	NW_004583271.1	BABH01088470.1	GPS_001614163.1
ASM15162v1	na	NW_004583272.1	BABH01088469.1	GPS_001614164.1
ASM15162v1	na	NW_004583273.1	BABH01088468.1	GPS_001614165.1
ASM15162v1	na	NW_004583274.1	BABH01088467.1	GPS_001614166.1
ASM15162v1	na	NW_004583275.1	BABH01088466.1	GPS_001614167.1
ASM15162v1	na	NW_004583276.1	BABH01088465.1	GPS_001614168.1
ASM15162v1	na	NW_004583277.1	BABH01088464.1	GPS_001614169.1
ASM15162v1	na	NW_004583278.1	BABH01088463.1	GPS_001614170.1
ASM15162v1	na	NW_004583279.1	BABH01088462.1	GPS_001614171.1
ASM15162v1	na	NW_004583280.1	BABH01088461.1	GPS_001614172.1
ASM15162v1	na	NW_004583281.1	BABH01088460.1	GPS_001614173.1
ASM15162v1	na	NW_004583282.1	BABH01088459.1	GPS_001614174.1
ASM15162v1	na	NW_004583283.1	BABH01088458.1	GPS_001614175.1
ASM15162v1	na	NW_004583284.1	BABH01088457.1	GPS_001614176.1
ASM15162v1	na	NW_004583285.1	BABH01088456.1	GPS_001614177.1
ASM15162v1	na	NW_004583286.1	BABH01088455.1	GPS_001614178.1
ASM15162v1	na	NW_004583287.1	BABH01088454.1	GPS_001614179.1
ASM15162v1	na	NW_004583288.1	BABH01088453.1	GPS_001614180.1
ASM15162v1	na	NW_004583289.1	BABH01088452.1	GPS_001614181.1
ASM15162v1	na	NW_004583290.1	BABH01088451.1	GPS_001614182.1
ASM15162v1	na	NW_004583291.1	BABH01088450.1	GPS_001614183.1
ASM15162v1	na	NW_004583292.1	BABH01088449.1	GPS_001614184.1
ASM15162v1	na	NW_004583293.1	BABH01088448.1	GPS_001614185.1
ASM15162v1	na	NW_004583294.1	BABH01088447.1	GPS_001614186.1
ASM15162v1	na	NW_004583295.1	BABH01088446.1	GPS_001614187.1
ASM15162v1	na	NW_004583296.1	BABH01088445.1	GPS_001614188.1
ASM15162v1	na	NW_004583297.1	BABH01088444.1	GPS_001614189.1
ASM15162v1	na	NW_004583298.1	BABH01088443.1	GPS_001614190.1
ASM15162v1	na	NW_004583299.1	BABH01088442.1	GPS_001614191.1
ASM15162v1	na	NW_004583300.1	BABH01088441.1	GPS_001614192.1
ASM15162v1	na	NW_004583301.1	BABH01088440.1	GPS_001614193.1
ASM15162v1	na	NW_004583302.1	BABH01088439.1	GPS_001614194.1
ASM15162v1	na	NW_004583303.1	BABH01088438.1	GPS_001614195.1
ASM15162v1	na	NW_004583304.1	BABH01088437.1	GPS_001614196.1
ASM15162v1	na	NW_004583305.1	BABH01088436.1	GPS_001614197.1
ASM15162v1	na	NW_004583306.1	BABH01088435.1	GPS_001614198.1
ASM15162v1	na	NW_004583307.1	BABH01088434.1	GPS_001614199.1
ASM15162v1	na	NW_004583308.1	BABH01088433.1	GPS_001614200.1
ASM15162v1	na	NW_004583309.1	BABH01088432.1	GPS_001614201.1
ASM15162v1	na	NW_004583310.1	BABH01088431.1	GPS_001614202.1
ASM15162v1	na	NW_004583311.1	BABH01088430.1	GPS_001614203.1
ASM15162v1	na	NW_004583312.1	BABH01088429.1	GPS_001614204.1
ASM15162v1	na	NW_004583313.1	BABH01088428.1	GPS_001614205.1
ASM15162v1	na	NW_004583314.1	BABH01088427.1	GPS_001614206.1
ASM15162v1	na	NW_004583315.1	BABH01088426.1	GPS_001614207.1
ASM15162v1	na	NW_004583316.1	BABH01088425.1	GPS_001614208.1
ASM15162v1	na	NW_004583317.1	BABH01088424.1	GPS_001614209.1
ASM15162v1	na	NW_004583318.1	BABH01088423.1	GPS_001614210.1
ASM15162v1	na	NW_004583319.1	BABH01088422.1	GPS_001614211.1
ASM15162v1	na	NW_004583320.1	BABH01088421.1	GPS_001614212.1
ASM15162v1	na	NW_004583321.1	BABH01088420.1	GPS_001614213.1
ASM15162v1	na	NW_004583322.1	BABH01088419.1	GPS_001614214.1
ASM15162v1	na	NW_004583323.1	BABH01088418.1	GPS_001614215.1
ASM15162v1	na	NW_004583324.1	BABH01088417.1	GPS_001614216.1
ASM15162v1	na	NW_004583325.1	BABH01088416.1	GPS_001614217.1
ASM15162v1	na	NW_004583326.1	BABH01088415.1	GPS_001614218.1
ASM15162v1	na	NW_004583327.1	BABH01088414.1	GPS_001614219.1
ASM15162v1	na	NW_004583328.1	BABH01088413.1	GPS_001614220.1
ASM15162v1	na	NW_004583329.1	BABH01088412.1	GPS_001614221.1
ASM15162v1	na	NW_004583330.1	BABH01088411.1	GPS_001614222.1
ASM15162v1	na	NW_004583331.1	BABH01088410.1	GPS_001614223.1
ASM15162v1	na	NW_004583332.1	BABH01088409.1	GPS_001614224.1
ASM15162v1	na	NW_004583333.1	BABH01088408.1	GPS_001614225.1
ASM15162v1	na	NW_004583334.1	BABH01088407.1	GPS_001614226.1
ASM15162v1	na	NW_004583335.1	BABH01088406.1	GPS_001614227.1
ASM15162v1	na	NW_004583336.1	BABH01088405.1	GPS_001614228.1
ASM15162v1	na	NW_004583337.1	BABH01088404.1	GPS_001614229.1
ASM15162v1	na	NW_004583338.1	BABH01088403.1	GPS_001614230.1
ASM15162v1	na	NW_004583339.1	BABH01088402.1	GPS_001614231.1
ASM15162v1	na	NW_004583340.1	BABH01088401.1	GPS_001614232.1
ASM15162v1	na	NW_004583341.1	BABH01088400.1	GPS_001614233.1
ASM15162v1	na	NW_004583342.1	BABH01088399.1	GPS_001614234.1
ASM15162v1	na	NW_004583343.1	BABH01088398.1	GPS_001614235.1
ASM15162v1	na	NW_004583344.1	BABH01088397.1	GPS_001614236.1
ASM15162v1	na	NW_004583345.1	BABH01088396.1	GPS_001614237.1
ASM15162v1	na	NW_004583346.1	BABH01088395.1	GPS_001614238.1
ASM15162v1	na	NW_004583347.1	BABH01088394.1	GPS_001614239.1
ASM15162v1	na	NW_004583348.1	BABH01088393.1	GPS_001614240.1
ASM15162v1	na	NW_004583349.1	BABH01088392.1	GPS_001614241.1
ASM15162v1	na	NW_004583350.1	BABH01088391.1	GPS_001614242.1
ASM15162v1	na	NW_004583351.1	BABH01088390.1	GPS_001614243.1
ASM15162v1	na	NW_004583352.1	BABH01088389.1	GPS_001614244.1
ASM15162v1	na	NW_004583353.1	BABH01088388.1	GPS_001614245.1
ASM15162v1	na	NW_004583354.1	BABH01088387.1	GPS_001614246.1
ASM15162v1	na	NW_004583355.1	BABH01088386.1	GPS_001614247.1
ASM15162v1	na	NW_004583356.1	BABH01088385.1	GPS_001614248.1
ASM15162v1	na	NW_004583357.1	BABH01088384.1	GPS_001614249.1
ASM15162v1	na	NW_004583358.1	BABH01088383.1	GPS_001614250.1
ASM15162v1	na	NW_004583359.1	BABH01088382.1	GPS_001614251.1
ASM15162v1	na	NW_004583360.1	BABH01088381.1	GPS_001614252.1
ASM15162v1	na	NW_004583361.1	BABH01088380.1	GPS_001614253.1
ASM15162v1	na	NW_004583362.1	BABH01088379.1	GPS_001614254.1
ASM15162v1	na	NW_004583363.1	BABH01088378.1	GPS_001614255.1
ASM15162v1	na	NW_004583364.1	BABH01088377.1	GPS_001614256.1
ASM15162v1	na	NW_004583365.1	BABH01088376.1	GPS_001614257.1
ASM15162v1	na	NW_004583366.1	BABH01088375.1	GPS_001614258.1
ASM15162v1	na	NW_004583367.1	BABH01088374.1	GPS_001614259.1
ASM15162v1	na	NW_004583368.1	BABH01088373.1	GPS_001614260.1
ASM15162v1	na	NW_004583369.1	BABH01088372.1	GPS_001614261.1
ASM15162v1	na	NW_004583370.1	BABH01088371.1	GPS_001614262.1
ASM15162v1	na	NW_004583371.1	BABH01088370.1	GPS_001614263.1
ASM15162v1	na	NW_004583372.1	BABH01088369.1	GPS_001614264.1
ASM15162v1	na	NW_004583373.1	BABH01088368.1	GPS_001614265.1
ASM15162v1	na	NW_004583374.1	BABH01088367.1	GPS_001614266.1
ASM15162v1	na	NW_004583375.1	BABH01088366.1	GPS_001614267.1
ASM15162v1	na	NW_004583376.1	BABH01088365.1	GPS_001614268.1
ASM15162v1	na	NW_004583377.1	BABH01088364.1	GPS_001614269.1
ASM15162v1	na	NW_004583378.1	BABH01088363.1	GPS_001614270.1
ASM15162v1	na	NW_004583379.1	BABH01088362.1	GPS_001614271.1
ASM15162v1	na	NW_004583380.1	BABH01088361.1	GPS_001614272.1
ASM15162v1	na	NW_004583381.1	BABH01088360.1	GPS_001614273.1
ASM15162v1	na	NW_004583382.1	BABH01088359.1	GPS_001614274.1
ASM15162v1	na	NW_004583383.1	BABH01088358.1	GPS_001614275.1
ASM15162v1	na	NW_004583384.1	BABH01088357.1	GPS_001614276.1
ASM15162v1	na	NW_004583385.1	BABH01088356.1	GPS_001614277.1
ASM15162v1	na	NW_004583386.1	BABH01088355.1	GPS_001614278.1
ASM15162v1	na	NW_004583387.1	BABH01088354.1	GPS_001614279.1
ASM15162v1	na	NW_004583388.1	BABH01088353.1	GPS_001614280.1
ASM15162v1	na	NW_004583389.1	BABH01088352.1	GPS_001614281.1
ASM15162v1	na	NW_004583390.1	BABH01088351.1	GPS_001614282.1
ASM15162v1	na	NW_004583391.1	BABH01088350.1	GPS_001614283.1
ASM15162v1	na	NW_004583392.1	BABH01088349.1	GPS_001614284.1
ASM15162v1	na	NW_004583393.1	BABH01088348.1	GPS_001614285.1
ASM15162v1	na	NW_004583394.1	BABH01088347.1	GPS_001614286.1
ASM15162v1	na	NW_004583395.1	BABH01088346.1	GPS_001614287.1
ASM15162v1	na	NW_004583396.1	BABH01088345.1	GPS_001614288.1
ASM15162v1	na	NW_004583397.1	BABH01088344.1	GPS_001614289.1
ASM15162v1	na	NW_004583398.1	BABH01088343.1	GPS_001614290.1
ASM15162v1	na	NW_004583399.1	BABH01088342.1	GPS_001614291.1
ASM15162v1	na	NW_004583400.1	BABH01088341.1	GPS_001614292.1
ASM15162v1	na	NW_004583401.1	BABH01088340.1	GPS_001614293.1
ASM15162v1	na	NW_004583402.1	BABH01088339.1	GPS_001614294.1
ASM15162v1	na	NW_004583403.1	BABH01088338.1	GPS_001614295.1
ASM15162v1	na	NW_004583404.1	BABH01088337.1	GPS_001614296.1
ASM15162v1	na	NW_004583405.1	BABH01088336.1	GPS_001614297.1
ASM15162v1	na	NW_004583406.1	BABH01088335.1	GPS_001614298.1
ASM15162v1	na	NW_004583407.1	BABH01088334.1	GPS_001614299.1
ASM15162v1	na	NW_004583408.1	BABH01088333.1	GPS_001614300.1
ASM15162v1	na	NW_004583409.1	BABH01088332.1	GPS_001614301.1
ASM15162v1	na	NW_004583410.1	BABH01088331.1	GPS_001614302.1
ASM15162v1	na	NW_004583411.1	BABH01088330.1	GPS_001614303.1
ASM15162v1	na	NW_004583412.1	BABH01088329.1	GPS_001614304.1
ASM15162v1	na	NW_004583413.1	BABH01088328.1	GPS_001614305.1
ASM15162v1	na	NW_004583414.1	BABH01088327.1	GPS_001614306.1
ASM15162v1	na	NW_004583415.1	BABH01088326.1	GPS_001614307.1
ASM15162v1	na	NW_004583416.1	BABH01088325.1	GPS_001614308.1
ASM15162v1	na	NW_004583417.1	BABH01088324.1	GPS_001614309.1
ASM15162v1	na	NW_004583418.1	BABH01088323.1	GPS_001614310.1
ASM15162v1	na	NW_004583419.1	BABH01088322.1	GPS_001614311.1
ASM15162v1	na	NW_004583420.1	BABH01088321.1	GPS_001614312.1
ASM15162v1	na	NW_004583421.1	BABH01088320.1	GPS_001614313.1
ASM15162v1	na	NW_004583422.1	BABH01088319.1	GPS_001614314.1
ASM15162v1	na	NW_004583423.1	BABH01088318.1	GPS_001614315.1
ASM15162v1	na	NW_004583424.1	BABH01088317.1	GPS_001614316.1
ASM15162v1	na	NW_004583425.1	BABH01088316.1	GPS_001614317.1
ASM15162v1	na	NW_004583426.1	BABH01088315.1	GPS_001614318.1
ASM15162v1	na	NW_004583427.1	BABH01088314.1	GPS_001614319.1
ASM15162v1	na	NW_004583428.1	BABH01088313.1	GPS_001614320.1
ASM15162v1	na	NW_004583429.1	BABH01088312.1	GPS_001614321.1
ASM15162v1	na	NW_004583430.1	BABH01088311.1	GPS_001614322.1
ASM15162v1	na	NW_004583431.1	BABH01088310.1	GPS_001614323.1
ASM15162v1	na	NW_004583432.1	BABH01088309.1	GPS_001614324.1
ASM15162v1	na	NW_004583433.1	BABH01088308.1	GPS_001614325.1
ASM15162v1	na	NW_004583434.1	BABH01088307.1	GPS_001614326.1
ASM15162v1	na	NW_004583435.1	BABH01088306.1	GPS_001614327.1
ASM15162v1	na	NW_004583436.1	BABH01088305.1	GPS_001614328.1
ASM15162v1	na	NW_004583437.1	BABH01088304.1	GPS_001614329.1
ASM15162v1	na	NW_004583438.1	BABH01088303.1	GPS_001614330.1
ASM15162v1	na	NW_004583439.1	BABH01088302.1	GPS_001614331.1
ASM15162v1	na	NW_004583440.1	BABH01088301.1	GPS_001614332.1
ASM15162v1	na	NW_004583441.1	BABH01088300.1	GPS_001614333.1
ASM15162v1	na	NW_004583442.1	BABH01088299.1	GPS_001614334.1
ASM15162v1	na	NW_004583443.1	BABH01088298.1	GPS_001614335.1
ASM15162v1	na	NW_004583444.1	BABH01088297.1	GPS_001614336.1
ASM15162v1	na	NW_004583445.1	BABH01088296.1	GPS_001614337.1
ASM15162v1	na	NW_004583446.1	BABH01088295.1	GPS_001614338.1
ASM15162v1	na	NW_004583447.1	BABH01088294.1	GPS_001614339.1
ASM15162v1	na	NW_004583448.1	BABH01088293.1	GPS_001614340.1
ASM15162v1	na	NW_004583449.1	BABH01088292.1	GPS_001614341.1
ASM15162v1	na	NW_004583450.1	BABH01088291.1	GPS_001614342.1
ASM15162v1	na	NW_004583451.1	BABH01088290.1	GPS_001614343.1
ASM15162v1	na	NW_004583452.1	BABH01088289.1	GPS_001614344.1
ASM15162v1	na	NW_004583453.1	BABH01088288.1	GPS_001614345.1
ASM15162v1	na	NW_004583454.1	BABH01088287.1	GPS_001614346.1
ASM15162v1	na	NW_004583455.1	BABH01088286.1	GPS_001614347.1
ASM15162v1	na	NW_004583456.1	BABH01088285.1	GPS_001614348.1
ASM15162v1	na	NW_004583457.1	BABH01088284.1	GPS_001614349.1
ASM15162v1	na	NW_004583458.1	BABH01088283.1	GPS_001614350.1
ASM15162v1	na	NW_004583459.1	BABH01088282.1	GPS_001614351.1
ASM15162v1	na	NW_004583460.1	BABH01088281.1	GPS_001614352.1
ASM15162v1	na	NW_004583461.1	BABH01088280.1	GPS_001614353.1
ASM15162v1	na	NW_004583462.1	BABH01088279.1	GPS_001614354.1
